ts,switch_dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec
Sat Oct 11 20:02:25 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,538,932000000
Sat Oct 11 20:02:25 2025,1,1,52538,2961,18448316,411627,0,0,0,0,0,0,0,0,538,936000000
Sat Oct 11 20:02:25 2025,1,2,6519,20925,614017,16414456,0,0,0,0,0,0,0,0,538,936000000
Sat Oct 11 20:02:25 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,538,929000000
Sat Oct 11 20:02:25 2025,2,1,7513,19215,675376,15979140,0,0,0,0,0,0,0,0,538,933000000
Sat Oct 11 20:02:25 2025,2,2,20925,6519,16414456,614017,0,0,0,0,0,0,0,0,538,933000000
Sat Oct 11 20:02:26 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,539,940000000
Sat Oct 11 20:02:26 2025,1,1,52539,2962,18448414,411725,0,0,0,0,0,0,0,0,539,944000000
Sat Oct 11 20:02:26 2025,1,2,6520,20926,614115,16414554,0,0,0,0,0,0,0,0,539,944000000
Sat Oct 11 20:02:26 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,539,937000000
Sat Oct 11 20:02:26 2025,2,1,7514,19216,675474,15979238,0,0,0,0,0,0,0,0,539,941000000
Sat Oct 11 20:02:26 2025,2,2,20926,6520,16414554,614115,0,0,0,0,0,0,0,0,539,941000000
Sat Oct 11 20:02:27 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,540,936000000
Sat Oct 11 20:02:27 2025,1,1,52540,2963,18448512,411823,0,0,0,0,0,0,0,0,540,940000000
Sat Oct 11 20:02:27 2025,1,2,6521,20927,614213,16414652,0,0,0,0,0,0,0,0,540,940000000
Sat Oct 11 20:02:27 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,540,933000000
Sat Oct 11 20:02:27 2025,2,1,7514,19217,675474,15979336,0,0,0,0,0,0,0,0,540,937000000
Sat Oct 11 20:02:27 2025,2,2,20927,6521,16414652,614213,0,0,0,0,0,0,0,0,540,937000000
Sat Oct 11 20:02:28 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,541,931000000
Sat Oct 11 20:02:28 2025,1,1,52541,2964,18448610,411921,0,0,0,0,0,0,0,0,541,935000000
Sat Oct 11 20:02:28 2025,1,2,6522,20928,614311,16414750,0,0,0,0,0,0,0,0,541,935000000
Sat Oct 11 20:02:28 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,541,927000000
Sat Oct 11 20:02:28 2025,2,1,7515,19218,675572,15979434,0,0,0,0,0,0,0,0,541,931000000
Sat Oct 11 20:02:28 2025,2,2,20928,6522,16414750,614311,0,0,0,0,0,0,0,0,541,931000000
Sat Oct 11 20:02:29 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,542,936000000
Sat Oct 11 20:02:29 2025,1,1,52542,2965,18448708,412019,0,0,0,0,0,0,0,0,542,940000000
Sat Oct 11 20:02:29 2025,1,2,6523,20929,614409,16414848,0,0,0,0,0,0,0,0,542,940000000
Sat Oct 11 20:02:29 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,542,931000000
Sat Oct 11 20:02:29 2025,2,1,7516,19219,675670,15979532,0,0,0,0,0,0,0,0,542,935000000
Sat Oct 11 20:02:29 2025,2,2,20929,6523,16414848,614409,0,0,0,0,0,0,0,0,542,935000000
Sat Oct 11 20:02:30 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,543,928000000
Sat Oct 11 20:02:30 2025,1,1,52542,2966,18448708,412117,0,0,0,0,0,0,0,0,543,932000000
Sat Oct 11 20:02:30 2025,1,2,6524,20929,614507,16414848,0,0,0,0,0,0,0,0,543,932000000
Sat Oct 11 20:02:30 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,543,924000000
Sat Oct 11 20:02:30 2025,2,1,7517,19219,675768,15979532,0,0,0,0,0,0,0,0,543,928000000
Sat Oct 11 20:02:30 2025,2,2,20929,6524,16414848,614507,0,0,0,0,0,0,0,0,543,928000000
Sat Oct 11 20:02:31 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,544,932000000
Sat Oct 11 20:02:31 2025,1,1,52542,2966,18448708,412117,0,0,0,0,0,0,0,0,544,936000000
Sat Oct 11 20:02:31 2025,1,2,6524,20929,614507,16414848,0,0,0,0,0,0,0,0,544,936000000
Sat Oct 11 20:02:31 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,544,928000000
Sat Oct 11 20:02:31 2025,2,1,7517,19219,675768,15979532,0,0,0,0,0,0,0,0,544,932000000
Sat Oct 11 20:02:31 2025,2,2,20929,6524,16414848,614507,0,0,0,0,0,0,0,0,544,932000000
Sat Oct 11 20:02:32 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,545,930000000
Sat Oct 11 20:02:32 2025,1,1,52553,2966,18449302,412117,0,0,0,0,0,0,0,0,545,934000000
Sat Oct 11 20:02:32 2025,1,2,6524,20937,614507,16415280,0,0,0,0,0,0,0,0,545,934000000
Sat Oct 11 20:02:32 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,545,926000000
Sat Oct 11 20:02:32 2025,2,1,7519,19224,675876,15979802,0,0,0,0,0,0,0,0,545,930000000
Sat Oct 11 20:02:32 2025,2,2,20937,6524,16415280,614507,0,0,0,0,0,0,0,0,545,930000000
Sat Oct 11 20:02:33 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,546,930000000
Sat Oct 11 20:02:33 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,546,934000000
Sat Oct 11 20:02:33 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,546,934000000
Sat Oct 11 20:02:33 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,546,936000000
Sat Oct 11 20:02:33 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,546,940000000
Sat Oct 11 20:02:33 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,546,940000000
Sat Oct 11 20:02:34 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,547,941000000
Sat Oct 11 20:02:34 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,547,945000000
Sat Oct 11 20:02:34 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,547,945000000
Sat Oct 11 20:02:34 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,547,940000000
Sat Oct 11 20:02:34 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,547,944000000
Sat Oct 11 20:02:34 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,547,944000000
Sat Oct 11 20:02:35 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,548,938000000
Sat Oct 11 20:02:35 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,548,942000000
Sat Oct 11 20:02:35 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,548,942000000
Sat Oct 11 20:02:35 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,548,937000000
Sat Oct 11 20:02:35 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,548,941000000
Sat Oct 11 20:02:35 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,548,941000000
Sat Oct 11 20:02:36 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,549,934000000
Sat Oct 11 20:02:36 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,549,938000000
Sat Oct 11 20:02:36 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,549,938000000
Sat Oct 11 20:02:36 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,549,944000000
Sat Oct 11 20:02:36 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,549,948000000
Sat Oct 11 20:02:36 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,549,948000000
Sat Oct 11 20:02:37 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,550,928000000
Sat Oct 11 20:02:37 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,550,932000000
Sat Oct 11 20:02:37 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,550,932000000
Sat Oct 11 20:02:37 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,550,925000000
Sat Oct 11 20:02:37 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,550,929000000
Sat Oct 11 20:02:37 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,550,929000000
Sat Oct 11 20:02:38 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,551,935000000
Sat Oct 11 20:02:38 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,551,939000000
Sat Oct 11 20:02:38 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,551,939000000
Sat Oct 11 20:02:38 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,551,931000000
Sat Oct 11 20:02:38 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,551,935000000
Sat Oct 11 20:02:38 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,551,935000000
Sat Oct 11 20:02:39 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,552,926000000
Sat Oct 11 20:02:39 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,552,930000000
Sat Oct 11 20:02:39 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,552,930000000
Sat Oct 11 20:02:39 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,552,922000000
Sat Oct 11 20:02:39 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,552,926000000
Sat Oct 11 20:02:39 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,552,926000000
Sat Oct 11 20:02:40 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,553,931000000
Sat Oct 11 20:02:40 2025,1,1,52581,3002,18450814,414061,0,0,0,0,0,0,0,0,553,935000000
Sat Oct 11 20:02:40 2025,1,2,6560,20967,616451,16416900,0,0,0,0,0,0,0,0,553,935000000
Sat Oct 11 20:02:40 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,553,936000000
Sat Oct 11 20:02:40 2025,2,1,7554,19256,677766,15981530,0,0,0,0,0,0,0,0,553,940000000
Sat Oct 11 20:02:40 2025,2,2,20967,6560,16416900,616451,0,0,0,0,0,0,0,0,553,940000000
Sat Oct 11 20:02:41 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,555,102000000
Sat Oct 11 20:02:41 2025,2,1,7577,19279,679100,15982772,0,0,0,0,0,0,0,0,555,106000000
Sat Oct 11 20:02:41 2025,2,2,21035,6560,16420572,616451,0,0,0,0,0,0,0,0,555,106000000
Sat Oct 11 20:02:42 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,555,116000000
Sat Oct 11 20:02:42 2025,1,1,53448,3002,18497632,414061,0,0,0,0,0,0,0,0,555,120000000
Sat Oct 11 20:02:42 2025,1,2,6560,21044,616451,16421058,0,0,0,0,0,0,0,0,555,120000000
Sat Oct 11 20:02:43 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,556,384000000
Sat Oct 11 20:02:43 2025,2,1,7747,19466,688956,15992870,0,0,0,0,0,0,0,0,556,389000000
Sat Oct 11 20:02:43 2025,2,2,21383,6625,16439364,620221,0,0,0,0,0,0,0,0,556,389000000
Sat Oct 11 20:02:44 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,556,938000000
Sat Oct 11 20:02:44 2025,2,1,8005,19723,703920,16006748,0,0,0,0,0,0,0,0,556,942000000
Sat Oct 11 20:02:44 2025,2,2,21835,6821,16463772,631585,0,0,0,0,0,0,0,0,556,942000000
Sat Oct 11 20:02:45 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,558,359000000
Sat Oct 11 20:02:45 2025,2,1,8483,20205,731644,16032776,0,0,0,0,0,0,0,0,558,363000000
Sat Oct 11 20:02:45 2025,2,2,22621,7080,16506216,646607,0,0,0,0,0,0,0,0,558,363000000
Sat Oct 11 20:02:47 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,559,127000000
Sat Oct 11 20:02:47 2025,2,1,8995,20719,761340,16060532,0,0,0,0,0,0,0,0,559,131000000
Sat Oct 11 20:02:47 2025,2,2,23372,7385,16546770,664297,0,0,0,0,0,0,0,0,559,131000000
Sat Oct 11 20:02:48 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,557,144000000
Sat Oct 11 20:02:48 2025,1,1,58357,3010,18762718,414525,0,0,0,0,0,0,0,0,557,148000000
Sat Oct 11 20:02:48 2025,1,2,6837,21964,632513,16470738,0,0,0,0,0,0,0,0,557,148000000
Sat Oct 11 20:02:49 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,559,933000000
Sat Oct 11 20:02:49 2025,2,1,9325,21056,780480,16078730,0,0,0,0,0,0,0,0,559,938000000
Sat Oct 11 20:02:49 2025,2,2,23718,7626,16565454,678275,0,0,0,0,0,0,0,0,559,938000000
Sat Oct 11 20:02:50 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,561,347000000
Sat Oct 11 20:02:50 2025,2,1,9681,21467,801128,16100924,0,0,0,0,0,0,0,0,561,351000000
Sat Oct 11 20:02:50 2025,2,2,23802,7857,16569990,691673,0,0,0,0,0,0,0,0,561,351000000
Sat Oct 11 20:02:52 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,562,626000000
Sat Oct 11 20:02:52 2025,2,1,9943,21694,816324,16113182,0,0,0,0,0,0,0,0,562,630000000
Sat Oct 11 20:02:52 2025,2,2,23843,8065,16572204,703737,0,0,0,0,0,0,0,0,562,630000000
Sat Oct 11 20:02:52 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,562,960000000
Sat Oct 11 20:02:52 2025,2,1,10083,21830,824444,16120526,0,0,0,0,0,0,0,0,562,964000000
Sat Oct 11 20:02:52 2025,2,2,23843,8261,16572204,715105,0,0,0,0,0,0,0,0,562,965000000
Sat Oct 11 20:02:53 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,563,951000000
Sat Oct 11 20:02:53 2025,2,1,10107,21855,825832,16121876,0,0,0,0,0,0,0,0,563,955000000
Sat Oct 11 20:02:53 2025,2,2,23850,8425,16572582,724617,0,0,0,0,0,0,0,0,563,955000000
Sat Oct 11 20:02:54 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,564,946000000
Sat Oct 11 20:02:54 2025,2,1,10110,21858,826006,16122038,0,0,0,0,0,0,0,0,564,950000000
Sat Oct 11 20:02:54 2025,2,2,23850,8709,16572582,741089,0,0,0,0,0,0,0,0,564,950000000
Sat Oct 11 20:02:54 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,558,767000000
Sat Oct 11 20:02:54 2025,1,1,62295,3029,18975370,415627,0,0,0,0,0,0,0,0,558,771000000
Sat Oct 11 20:02:54 2025,1,2,7248,23003,656351,16526844,0,0,0,0,0,0,0,0,558,771000000
Sat Oct 11 20:02:54 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,559,441000000
Sat Oct 11 20:02:54 2025,1,1,63926,3040,19063444,416265,0,0,0,0,0,0,0,0,559,445000000
Sat Oct 11 20:02:54 2025,1,2,7489,23669,670329,16562808,0,0,0,0,0,0,0,0,559,445000000
Sat Oct 11 20:02:55 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,566,17000000
Sat Oct 11 20:02:55 2025,2,1,10118,21863,826438,16122308,0,0,0,0,0,0,0,0,566,21000000
Sat Oct 11 20:02:55 2025,2,2,24463,8833,16605684,748281,0,0,0,0,0,0,0,0,566,21000000
Sat Oct 11 20:02:55 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,567,10000000
Sat Oct 11 20:02:55 2025,2,1,10119,21864,826496,16122362,0,0,0,0,0,0,0,0,567,14000000
Sat Oct 11 20:02:55 2025,2,2,24498,8956,16607574,755415,0,0,0,0,0,0,0,0,567,14000000
Sat Oct 11 20:02:56 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,568,154000000
Sat Oct 11 20:02:56 2025,2,1,10187,21954,830408,16127222,0,0,0,0,0,0,0,0,568,158000000
Sat Oct 11 20:02:56 2025,2,2,25042,8961,16636950,755689,0,0,0,0,0,0,0,0,568,158000000
Sat Oct 11 20:02:57 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,565,217000000
Sat Oct 11 20:02:57 2025,1,1,77431,3043,19792714,416439,0,0,0,0,0,0,0,0,565,221000000
Sat Oct 11 20:02:57 2025,1,2,8710,24120,741147,16587162,0,0,0,0,0,0,0,0,565,221000000
Sat Oct 11 20:02:58 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,567,649000000
Sat Oct 11 20:02:58 2025,1,1,82867,3127,20086258,421307,0,0,0,0,0,0,0,0,567,653000000
Sat Oct 11 20:02:58 2025,1,2,8960,24533,755631,16609464,0,0,0,0,0,0,0,0,567,653000000
Sat Oct 11 20:02:58 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,569,219000000
Sat Oct 11 20:02:58 2025,2,1,10188,22421,830450,16152440,0,0,0,0,0,0,0,0,569,223000000
Sat Oct 11 20:02:58 2025,2,2,26126,8964,16695486,755863,0,0,0,0,0,0,0,0,569,223000000
Sat Oct 11 20:02:59 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,568,59000000
Sat Oct 11 20:02:59 2025,1,1,83852,3187,20139448,424787,0,0,0,0,0,0,0,0,568,63000000
Sat Oct 11 20:02:59 2025,1,2,8961,24964,755689,16632738,0,0,0,0,0,0,0,0,568,63000000
Sat Oct 11 20:03:00 2025,2,4294967294,0,0,0,0,18,0,0,0,0,0,0,0,570,255000000
Sat Oct 11 20:03:00 2025,2,1,10189,22912,830492,16178954,0,0,0,0,0,0,0,0,570,259000000
Sat Oct 11 20:03:00 2025,2,2,27225,9031,16754832,759701,0,0,0,0,0,0,0,0,570,259000000
Sat Oct 11 20:03:01 2025,2,4294967294,0,0,0,0,18,0,0,0,0,0,0,0,571,204000000
Sat Oct 11 20:03:01 2025,2,1,10190,23732,830534,16223234,0,0,0,0,0,0,0,0,571,208000000
Sat Oct 11 20:03:01 2025,2,2,27736,9031,16782426,759701,0,0,0,0,0,0,0,0,571,208000000
Sat Oct 11 20:03:01 2025,2,4294967294,0,0,0,0,19,0,0,0,0,0,0,0,572,171000000
Sat Oct 11 20:03:01 2025,2,1,10191,24122,830576,16244294,0,0,0,0,0,0,0,0,572,175000000
Sat Oct 11 20:03:01 2025,2,2,27843,9032,16788204,759743,0,0,0,0,0,0,0,0,572,175000000
Sat Oct 11 20:03:02 2025,2,4294967294,0,0,0,0,19,0,0,0,0,0,0,0,573,155000000
Sat Oct 11 20:03:02 2025,2,1,10192,24668,830618,16273778,0,0,0,0,0,0,0,0,573,159000000
Sat Oct 11 20:03:02 2025,2,2,27876,9032,16789986,759743,0,0,0,0,0,0,0,0,573,160000000
Sat Oct 11 20:03:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,568,620000000
Sat Oct 11 20:03:03 2025,1,1,85163,3236,20210242,427629,0,0,0,0,0,0,0,0,568,624000000
Sat Oct 11 20:03:03 2025,1,2,8961,25361,755689,16654176,0,0,0,0,0,0,0,0,568,624000000
Sat Oct 11 20:03:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,569,117000000
Sat Oct 11 20:03:03 2025,1,1,86370,3262,20275420,429137,0,0,0,0,0,0,0,0,569,121000000
Sat Oct 11 20:03:03 2025,1,2,8964,26004,755863,16688898,0,0,0,0,0,0,0,0,569,121000000
Sat Oct 11 20:03:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,569,403000000
Sat Oct 11 20:03:03 2025,1,1,87060,3318,20312680,432385,0,0,0,0,0,0,0,0,569,407000000
Sat Oct 11 20:03:03 2025,1,2,8966,26433,755963,16712064,0,0,0,0,0,0,0,0,569,407000000
Sat Oct 11 20:03:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,570,120000000
Sat Oct 11 20:03:03 2025,1,1,88791,3366,20406154,435169,0,0,0,0,0,0,0,0,570,124000000
Sat Oct 11 20:03:03 2025,1,2,9030,27085,759659,16747272,0,0,0,0,0,0,0,0,570,124000000
Sat Oct 11 20:03:04 2025,2,4294967294,0,0,0,0,20,0,0,0,0,0,0,0,574,153000000
Sat Oct 11 20:03:04 2025,2,1,10193,25295,830660,16307636,0,0,0,0,0,0,0,0,574,157000000
Sat Oct 11 20:03:04 2025,2,2,27889,9032,16790688,759743,0,0,0,0,0,0,0,0,574,157000000
Sat Oct 11 20:03:04 2025,2,4294967294,0,0,0,0,21,0,0,0,0,0,0,0,575,162000000
Sat Oct 11 20:03:04 2025,2,1,10194,25534,830702,16320542,0,0,0,0,0,0,0,0,575,166000000
Sat Oct 11 20:03:04 2025,2,2,27890,9033,16790742,759785,0,0,0,0,0,0,0,0,575,166000000
Sat Oct 11 20:03:05 2025,2,4294967294,0,0,0,0,23,0,0,0,0,0,0,0,576,151000000
Sat Oct 11 20:03:05 2025,2,1,10195,25588,830744,16323458,0,0,0,0,0,0,0,0,576,155000000
Sat Oct 11 20:03:05 2025,2,2,27890,9035,16790742,759869,0,0,0,0,0,0,0,0,576,155000000
Sat Oct 11 20:03:07 2025,2,4294967294,0,0,0,0,23,0,0,0,0,0,0,0,577,575000000
Sat Oct 11 20:03:07 2025,2,1,10196,25595,830786,16323836,0,0,0,0,0,0,0,0,577,579000000
Sat Oct 11 20:03:07 2025,2,2,29356,9035,16869906,759869,0,0,0,0,0,0,0,0,577,579000000
Sat Oct 11 20:03:07 2025,2,4294967294,0,0,0,0,25,0,0,0,0,0,0,0,578,612000000
Sat Oct 11 20:03:07 2025,2,1,10197,25598,830828,16323998,0,0,0,0,0,0,0,0,578,616000000
Sat Oct 11 20:03:07 2025,2,2,29613,9037,16883784,759953,0,0,0,0,0,0,0,0,578,616000000
Sat Oct 11 20:03:07 2025,2,4294967294,0,0,0,0,26,0,0,0,0,0,0,0,579,639000000
Sat Oct 11 20:03:07 2025,2,1,10198,26118,830870,16352078,0,0,0,0,0,0,0,0,579,643000000
Sat Oct 11 20:03:07 2025,2,2,29730,9038,16890102,759995,0,0,0,0,0,0,0,0,579,643000000
Sat Oct 11 20:03:07 2025,2,4294967294,0,0,0,0,27,0,0,0,0,0,0,0,580,611000000
Sat Oct 11 20:03:07 2025,2,1,10199,26836,830912,16390850,0,0,0,0,0,0,0,0,580,615000000
Sat Oct 11 20:03:07 2025,2,2,29786,9039,16893126,760037,0,0,0,0,0,0,0,0,580,615000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,450000000
Sat Oct 11 20:03:08 2025,1,1,99690,3422,20994664,438417,0,0,0,0,0,0,0,0,576,454000000
Sat Oct 11 20:03:08 2025,1,2,9035,27890,759869,16790742,0,0,0,0,0,0,0,0,576,454000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,478000000
Sat Oct 11 20:03:08 2025,1,1,99690,3456,20994664,440389,0,0,0,0,0,0,0,0,576,482000000
Sat Oct 11 20:03:08 2025,1,2,9035,27940,759869,16793442,0,0,0,0,0,0,0,0,576,482000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,520000000
Sat Oct 11 20:03:08 2025,1,1,99690,3531,20994664,444739,0,0,0,0,0,0,0,0,576,524000000
Sat Oct 11 20:03:08 2025,1,2,9035,28046,759869,16799166,0,0,0,0,0,0,0,0,576,524000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,528000000
Sat Oct 11 20:03:08 2025,1,1,99690,3544,20994664,445493,0,0,0,0,0,0,0,0,576,532000000
Sat Oct 11 20:03:08 2025,1,2,9035,28066,759869,16800246,0,0,0,0,0,0,0,0,576,532000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,567000000
Sat Oct 11 20:03:08 2025,1,1,99690,3571,20994664,447059,0,0,0,0,0,0,0,0,576,571000000
Sat Oct 11 20:03:08 2025,1,2,9035,28136,759869,16804026,0,0,0,0,0,0,0,0,576,571000000
Sat Oct 11 20:03:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,640000000
Sat Oct 11 20:03:08 2025,1,1,99690,3571,20994664,447059,0,0,0,0,0,0,0,0,576,644000000
Sat Oct 11 20:03:08 2025,1,2,9035,28267,759869,16811100,0,0,0,0,0,0,0,0,576,644000000
Sat Oct 11 20:03:09 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,576,734000000
Sat Oct 11 20:03:09 2025,1,1,99741,3572,20997406,447101,0,0,0,0,0,0,0,0,576,738000000
Sat Oct 11 20:03:09 2025,1,2,9035,28480,759869,16822602,0,0,0,0,0,0,0,0,576,738000000
Sat Oct 11 20:03:10 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,577,215000000
Sat Oct 11 20:03:10 2025,1,1,100455,3573,21035962,447159,0,0,0,0,0,0,0,0,577,219000000
Sat Oct 11 20:03:10 2025,1,2,9035,28762,759869,16837830,0,0,0,0,0,0,0,0,577,219000000
Sat Oct 11 20:03:10 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,577,369000000
Sat Oct 11 20:03:10 2025,1,1,100828,3573,21056104,447159,0,0,0,0,0,0,0,0,577,373000000
Sat Oct 11 20:03:10 2025,1,2,9035,28905,759869,16845552,0,0,0,0,0,0,0,0,577,373000000
Sat Oct 11 20:03:10 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,577,446000000
Sat Oct 11 20:03:10 2025,1,1,101008,3573,21065824,447159,0,0,0,0,0,0,0,0,577,450000000
Sat Oct 11 20:03:10 2025,1,2,9035,29082,759869,16855110,0,0,0,0,0,0,0,0,577,450000000
Sat Oct 11 20:03:11 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,577,553000000
Sat Oct 11 20:03:11 2025,1,1,101267,3573,21079810,447159,0,0,0,0,0,0,0,0,577,557000000
Sat Oct 11 20:03:11 2025,1,2,9035,29305,759869,16867152,0,0,0,0,0,0,0,0,577,557000000
Sat Oct 11 20:03:11 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,577,585000000
Sat Oct 11 20:03:11 2025,1,1,101348,3573,21084184,447159,0,0,0,0,0,0,0,0,577,589000000
Sat Oct 11 20:03:11 2025,1,2,9035,29367,759869,16870500,0,0,0,0,0,0,0,0,577,589000000
Sat Oct 11 20:03:11 2025,2,4294967294,0,0,0,0,31,0,0,0,0,0,0,0,582,557000000
Sat Oct 11 20:03:11 2025,2,1,10201,27358,830996,16419038,0,0,0,0,0,0,0,0,582,561000000
Sat Oct 11 20:03:11 2025,2,2,29786,9042,16893126,760163,0,0,0,0,0,0,0,0,582,561000000
