ts,switch_dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec
Sat Oct 11 19:57:01 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,214,865000000
Sat Oct 11 19:57:01 2025,1,1,41814,2386,3083324,234932,0,0,0,0,0,0,0,0,214,869000000
Sat Oct 11 19:57:01 2025,1,2,5926,10429,430459,1378266,0,0,0,0,0,0,0,0,214,869000000
Sat Oct 11 19:57:01 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,214,864000000
Sat Oct 11 19:57:01 2025,2,1,6911,8956,487089,1288336,0,0,0,0,0,0,0,0,214,868000000
Sat Oct 11 19:57:01 2025,2,2,10429,5926,1378266,430459,0,0,0,0,0,0,0,0,214,868000000
Sat Oct 11 19:57:02 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,215,874000000
Sat Oct 11 19:57:02 2025,1,1,41815,2386,3083378,234932,0,0,0,0,0,0,0,0,215,878000000
Sat Oct 11 19:57:02 2025,1,2,5926,10430,430459,1378320,0,0,0,0,0,0,0,0,215,878000000
Sat Oct 11 19:57:02 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,215,877000000
Sat Oct 11 19:57:02 2025,2,1,6911,8957,487089,1288390,0,0,0,0,0,0,0,0,215,881000000
Sat Oct 11 19:57:02 2025,2,2,10430,5926,1378320,430459,0,0,0,0,0,0,0,0,215,882000000
Sat Oct 11 19:57:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,216,878000000
Sat Oct 11 19:57:03 2025,1,1,41816,2386,3083432,234932,0,0,0,0,0,0,0,0,216,882000000
Sat Oct 11 19:57:03 2025,1,2,5926,10431,430459,1378374,0,0,0,0,0,0,0,0,216,882000000
Sat Oct 11 19:57:03 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,216,875000000
Sat Oct 11 19:57:03 2025,2,1,6911,8958,487089,1288444,0,0,0,0,0,0,0,0,216,879000000
Sat Oct 11 19:57:03 2025,2,2,10431,5926,1378374,430459,0,0,0,0,0,0,0,0,216,879000000
Sat Oct 11 19:57:04 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,217,872000000
Sat Oct 11 19:57:04 2025,1,1,41817,2386,3083486,234932,0,0,0,0,0,0,0,0,217,876000000
Sat Oct 11 19:57:04 2025,1,2,5926,10432,430459,1378428,0,0,0,0,0,0,0,0,217,876000000
Sat Oct 11 19:57:04 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,217,871000000
Sat Oct 11 19:57:04 2025,2,1,6911,8959,487089,1288498,0,0,0,0,0,0,0,0,217,875000000
Sat Oct 11 19:57:04 2025,2,2,10432,5926,1378428,430459,0,0,0,0,0,0,0,0,217,875000000
Sat Oct 11 19:57:05 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,218,877000000
Sat Oct 11 19:57:05 2025,1,1,41818,2386,3083540,234932,0,0,0,0,0,0,0,0,218,881000000
Sat Oct 11 19:57:05 2025,1,2,5926,10433,430459,1378482,0,0,0,0,0,0,0,0,218,881000000
Sat Oct 11 19:57:05 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,218,873000000
Sat Oct 11 19:57:05 2025,2,1,6911,8960,487089,1288552,0,0,0,0,0,0,0,0,218,877000000
Sat Oct 11 19:57:05 2025,2,2,10433,5926,1378482,430459,0,0,0,0,0,0,0,0,218,877000000
Sat Oct 11 19:57:06 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,219,874000000
Sat Oct 11 19:57:06 2025,1,1,41819,2386,3083594,234932,0,0,0,0,0,0,0,0,219,878000000
Sat Oct 11 19:57:06 2025,1,2,5926,10434,430459,1378536,0,0,0,0,0,0,0,0,219,878000000
Sat Oct 11 19:57:06 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,219,872000000
Sat Oct 11 19:57:06 2025,2,1,6911,8961,487089,1288606,0,0,0,0,0,0,0,0,219,876000000
Sat Oct 11 19:57:06 2025,2,2,10434,5926,1378536,430459,0,0,0,0,0,0,0,0,219,876000000
Sat Oct 11 19:57:07 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,220,872000000
Sat Oct 11 19:57:07 2025,1,1,41821,2387,3083690,234974,0,0,0,0,0,0,0,0,220,876000000
Sat Oct 11 19:57:07 2025,1,2,5927,10436,430501,1378632,0,0,0,0,0,0,0,0,220,877000000
Sat Oct 11 19:57:07 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,220,876000000
Sat Oct 11 19:57:07 2025,2,1,6912,8963,487131,1288702,0,0,0,0,0,0,0,0,220,880000000
Sat Oct 11 19:57:07 2025,2,2,10436,5927,1378632,430501,0,0,0,0,0,0,0,0,220,880000000
Sat Oct 11 19:57:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,221,871000000
Sat Oct 11 19:57:08 2025,1,1,41822,2387,3083744,234974,0,0,0,0,0,0,0,0,221,875000000
Sat Oct 11 19:57:08 2025,1,2,5927,10437,430501,1378686,0,0,0,0,0,0,0,0,221,876000000
Sat Oct 11 19:57:08 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,221,870000000
Sat Oct 11 19:57:08 2025,2,1,6912,8964,487131,1288756,0,0,0,0,0,0,0,0,221,874000000
Sat Oct 11 19:57:08 2025,2,2,10437,5927,1378686,430501,0,0,0,0,0,0,0,0,221,874000000
Sat Oct 11 19:57:09 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,222,861000000
Sat Oct 11 19:57:09 2025,1,1,41823,2387,3083798,234974,0,0,0,0,0,0,0,0,222,865000000
Sat Oct 11 19:57:09 2025,1,2,5927,10438,430501,1378740,0,0,0,0,0,0,0,0,222,865000000
Sat Oct 11 19:57:09 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,222,858000000
Sat Oct 11 19:57:09 2025,2,1,6912,8965,487131,1288810,0,0,0,0,0,0,0,0,222,862000000
Sat Oct 11 19:57:09 2025,2,2,10438,5927,1378740,430501,0,0,0,0,0,0,0,0,222,862000000
Sat Oct 11 19:57:10 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,223,870000000
Sat Oct 11 19:57:10 2025,1,1,41824,2387,3083852,234974,0,0,0,0,0,0,0,0,223,874000000
Sat Oct 11 19:57:10 2025,1,2,5927,10439,430501,1378794,0,0,0,0,0,0,0,0,223,874000000
Sat Oct 11 19:57:10 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,223,868000000
Sat Oct 11 19:57:10 2025,2,1,6912,8966,487131,1288864,0,0,0,0,0,0,0,0,223,872000000
Sat Oct 11 19:57:10 2025,2,2,10439,5927,1378794,430501,0,0,0,0,0,0,0,0,223,872000000
Sat Oct 11 19:57:11 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,224,861000000
Sat Oct 11 19:57:11 2025,1,1,41824,2387,3083852,234974,0,0,0,0,0,0,0,0,224,865000000
Sat Oct 11 19:57:11 2025,1,2,5927,10439,430501,1378794,0,0,0,0,0,0,0,0,224,865000000
Sat Oct 11 19:57:11 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,224,861000000
Sat Oct 11 19:57:11 2025,2,1,6912,8966,487131,1288864,0,0,0,0,0,0,0,0,224,865000000
Sat Oct 11 19:57:11 2025,2,2,10439,5927,1378794,430501,0,0,0,0,0,0,0,0,224,865000000
Sat Oct 11 19:57:12 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,225,862000000
Sat Oct 11 19:57:12 2025,1,1,41826,2387,3083960,234974,0,0,0,0,0,0,0,0,225,866000000
Sat Oct 11 19:57:12 2025,1,2,5927,10439,430501,1378794,0,0,0,0,0,0,0,0,225,866000000
Sat Oct 11 19:57:12 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,225,859000000
Sat Oct 11 19:57:12 2025,2,1,6912,8966,487131,1288864,0,0,0,0,0,0,0,0,225,863000000
Sat Oct 11 19:57:12 2025,2,2,10439,5927,1378794,430501,0,0,0,0,0,0,0,0,225,863000000
Sat Oct 11 19:57:13 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,226,856000000
Sat Oct 11 19:57:13 2025,1,1,41855,2417,3085526,236594,0,0,0,0,0,0,0,0,226,860000000
Sat Oct 11 19:57:13 2025,1,2,5957,10469,432121,1380414,0,0,0,0,0,0,0,0,226,860000000
Sat Oct 11 19:57:13 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,226,852000000
Sat Oct 11 19:57:13 2025,2,1,6942,8996,488751,1290484,0,0,0,0,0,0,0,0,226,856000000
Sat Oct 11 19:57:13 2025,2,2,10469,5957,1380414,432121,0,0,0,0,0,0,0,0,226,856000000
Sat Oct 11 19:57:14 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,227,868000000
Sat Oct 11 19:57:14 2025,1,1,41855,2417,3085526,236594,0,0,0,0,0,0,0,0,227,873000000
Sat Oct 11 19:57:14 2025,1,2,5957,10469,432121,1380414,0,0,0,0,0,0,0,0,227,873000000
Sat Oct 11 19:57:14 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,227,873000000
Sat Oct 11 19:57:14 2025,2,1,6942,8996,488751,1290484,0,0,0,0,0,0,0,0,227,877000000
Sat Oct 11 19:57:14 2025,2,2,10469,5957,1380414,432121,0,0,0,0,0,0,0,0,227,877000000
Sat Oct 11 19:57:15 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,228,872000000
Sat Oct 11 19:57:15 2025,1,1,41855,2417,3085526,236594,0,0,0,0,0,0,0,0,228,877000000
Sat Oct 11 19:57:15 2025,1,2,5957,10469,432121,1380414,0,0,0,0,0,0,0,0,228,877000000
Sat Oct 11 19:57:15 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,228,877000000
Sat Oct 11 19:57:15 2025,2,1,6942,8996,488751,1290484,0,0,0,0,0,0,0,0,228,881000000
Sat Oct 11 19:57:15 2025,2,2,10469,5957,1380414,432121,0,0,0,0,0,0,0,0,228,881000000
Sat Oct 11 19:57:16 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,229,870000000
Sat Oct 11 19:57:16 2025,1,1,41961,2423,3245798,240134,0,0,0,0,0,0,0,0,229,874000000
Sat Oct 11 19:57:16 2025,1,2,5963,10557,435661,1513470,0,0,0,0,0,0,0,0,229,874000000
Sat Oct 11 19:57:16 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,229,870000000
Sat Oct 11 19:57:16 2025,2,1,6948,9067,492291,1397836,0,0,0,0,0,0,0,0,229,874000000
Sat Oct 11 19:57:16 2025,2,2,10560,5963,1518006,435661,0,0,0,0,0,0,0,0,229,874000000
Sat Oct 11 19:57:17 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,230,883000000
Sat Oct 11 19:57:17 2025,1,1,42418,2424,3936782,240724,0,0,0,0,0,0,0,0,230,887000000
Sat Oct 11 19:57:17 2025,1,2,5964,11006,436251,2192358,0,0,0,0,0,0,0,0,230,887000000
Sat Oct 11 19:57:17 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,230,886000000
Sat Oct 11 19:57:17 2025,2,1,6949,9506,492881,2061604,0,0,0,0,0,0,0,0,230,890000000
Sat Oct 11 19:57:17 2025,2,2,11009,5964,2196894,436251,0,0,0,0,0,0,0,0,230,890000000
Sat Oct 11 19:57:18 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,231,898000000
Sat Oct 11 19:57:18 2025,1,1,42816,2426,4537088,241356,0,0,0,0,0,0,0,0,231,902000000
Sat Oct 11 19:57:18 2025,1,2,5966,11401,436883,2788128,0,0,0,0,0,0,0,0,231,902000000
Sat Oct 11 19:57:18 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,231,894000000
Sat Oct 11 19:57:18 2025,2,1,6951,9891,493513,2642254,0,0,0,0,0,0,0,0,231,898000000
Sat Oct 11 19:57:18 2025,2,2,11402,5966,2789640,436883,0,0,0,0,0,0,0,0,231,898000000
Sat Oct 11 19:57:19 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,232,907000000
Sat Oct 11 19:57:19 2025,1,1,43099,2426,4964984,241356,0,0,0,0,0,0,0,0,232,911000000
Sat Oct 11 19:57:19 2025,1,2,5967,11675,437473,3202416,0,0,0,0,0,0,0,0,232,911000000
Sat Oct 11 19:57:19 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,232,905000000
Sat Oct 11 19:57:19 2025,2,1,6952,10158,494103,3045958,0,0,0,0,0,0,0,0,232,909000000
Sat Oct 11 19:57:19 2025,2,2,11678,5967,3206952,437473,0,0,0,0,0,0,0,0,232,910000000
Sat Oct 11 19:57:20 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,233,910000000
Sat Oct 11 19:57:20 2025,1,1,43363,2428,5364152,242536,0,0,0,0,0,0,0,0,233,914000000
Sat Oct 11 19:57:20 2025,1,2,5968,11935,438063,3595536,0,0,0,0,0,0,0,0,233,914000000
Sat Oct 11 19:57:20 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,233,916000000
Sat Oct 11 19:57:20 2025,2,1,6953,10417,494693,3437566,0,0,0,0,0,0,0,0,233,920000000
Sat Oct 11 19:57:20 2025,2,2,11939,5968,3601584,438063,0,0,0,0,0,0,0,0,233,920000000
Sat Oct 11 19:57:21 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,234,907000000
Sat Oct 11 19:57:21 2025,1,1,43637,2429,5778440,243126,0,0,0,0,0,0,0,0,234,911000000
Sat Oct 11 19:57:21 2025,1,2,5969,12206,438653,4005288,0,0,0,0,0,0,0,0,234,911000000
Sat Oct 11 19:57:21 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,234,904000000
Sat Oct 11 19:57:21 2025,2,1,6954,10681,495283,3836734,0,0,0,0,0,0,0,0,234,908000000
Sat Oct 11 19:57:21 2025,2,2,12207,5969,4006800,438653,0,0,0,0,0,0,0,0,234,908000000
Sat Oct 11 19:57:22 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,235,899000000
Sat Oct 11 19:57:22 2025,1,1,44032,2429,6375680,243126,0,0,0,0,0,0,0,0,235,903000000
Sat Oct 11 19:57:22 2025,1,2,5969,12591,438653,4587408,0,0,0,0,0,0,0,0,235,903000000
Sat Oct 11 19:57:22 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,235,897000000
Sat Oct 11 19:57:22 2025,2,1,6954,11056,495283,4403734,0,0,0,0,0,0,0,0,235,901000000
Sat Oct 11 19:57:22 2025,2,2,12593,5969,4590432,438653,0,0,0,0,0,0,0,0,235,901000000
Sat Oct 11 19:57:23 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,236,910000000
Sat Oct 11 19:57:23 2025,1,1,44403,2431,6936632,244306,0,0,0,0,0,0,0,0,236,914000000
Sat Oct 11 19:57:23 2025,1,2,5971,12950,439833,5130216,0,0,0,0,0,0,0,0,236,914000000
Sat Oct 11 19:57:23 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,236,910000000
Sat Oct 11 19:57:23 2025,2,1,6956,11408,496463,4935958,0,0,0,0,0,0,0,0,236,914000000
Sat Oct 11 19:57:23 2025,2,2,12954,5971,5136264,439833,0,0,0,0,0,0,0,0,236,914000000
Sat Oct 11 19:57:24 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,237,903000000
Sat Oct 11 19:57:24 2025,1,1,44662,2431,7328240,244306,0,0,0,0,0,0,0,0,237,907000000
Sat Oct 11 19:57:24 2025,1,2,5971,13204,439833,5514264,0,0,0,0,0,0,0,0,237,907000000
Sat Oct 11 19:57:24 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,237,899000000
Sat Oct 11 19:57:24 2025,2,1,6957,11657,497053,5312446,0,0,0,0,0,0,0,0,237,903000000
Sat Oct 11 19:57:24 2025,2,2,13205,5971,5515776,439833,0,0,0,0,0,0,0,0,237,903000000
Sat Oct 11 19:57:25 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,238,899000000
Sat Oct 11 19:57:25 2025,1,1,44932,2432,7736480,244896,0,0,0,0,0,0,0,0,238,904000000
Sat Oct 11 19:57:25 2025,1,2,5972,13474,440423,5922504,0,0,0,0,0,0,0,0,238,904000000
Sat Oct 11 19:57:25 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,238,909000000
Sat Oct 11 19:57:25 2025,2,1,6958,11931,497643,5726734,0,0,0,0,0,0,0,0,238,913000000
Sat Oct 11 19:57:25 2025,2,2,13485,5972,5939136,440423,0,0,0,0,0,0,0,0,238,913000000
Sat Oct 11 19:57:26 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,239,903000000
Sat Oct 11 19:57:26 2025,1,1,45178,2433,8108432,245486,0,0,0,0,0,0,0,0,239,907000000
Sat Oct 11 19:57:26 2025,1,2,5973,13713,441013,6283872,0,0,0,0,0,0,0,0,239,907000000
Sat Oct 11 19:57:26 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,239,899000000
Sat Oct 11 19:57:26 2025,2,1,6959,12158,498233,6069958,0,0,0,0,0,0,0,0,239,903000000
Sat Oct 11 19:57:26 2025,2,2,13713,5973,6283872,441013,0,0,0,0,0,0,0,0,239,903000000
Sat Oct 11 19:57:27 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,240,896000000
Sat Oct 11 19:57:27 2025,1,1,45558,2433,8682992,245486,0,0,0,0,0,0,0,0,240,900000000
Sat Oct 11 19:57:27 2025,1,2,5973,14085,441013,6846336,0,0,0,0,0,0,0,0,240,900000000
Sat Oct 11 19:57:27 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,240,893000000
Sat Oct 11 19:57:27 2025,2,1,6960,12520,498823,6617302,0,0,0,0,0,0,0,0,240,897000000
Sat Oct 11 19:57:27 2025,2,2,14087,5973,6849360,441013,0,0,0,0,0,0,0,0,240,897000000
Sat Oct 11 19:57:28 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,241,902000000
Sat Oct 11 19:57:28 2025,1,1,45844,2435,9115424,246666,0,0,0,0,0,0,0,0,241,906000000
Sat Oct 11 19:57:28 2025,1,2,5975,14366,442193,7271208,0,0,0,0,0,0,0,0,241,906000000
Sat Oct 11 19:57:28 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,241,897000000
Sat Oct 11 19:57:28 2025,2,1,6961,12794,499413,7031590,0,0,0,0,0,0,0,0,241,901000000
Sat Oct 11 19:57:28 2025,2,2,14366,5975,7271208,442193,0,0,0,0,0,0,0,0,241,901000000
Sat Oct 11 19:57:29 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,242,908000000
Sat Oct 11 19:57:29 2025,1,1,46094,2435,9493424,246666,0,0,0,0,0,0,0,0,242,912000000
Sat Oct 11 19:57:29 2025,1,2,5975,14609,442193,7638624,0,0,0,0,0,0,0,0,242,912000000
Sat Oct 11 19:57:29 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,242,904000000
Sat Oct 11 19:57:29 2025,2,1,6962,13031,500003,7389934,0,0,0,0,0,0,0,0,242,908000000
Sat Oct 11 19:57:29 2025,2,2,14609,5975,7638624,442193,0,0,0,0,0,0,0,0,242,908000000
Sat Oct 11 19:57:30 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,243,897000000
Sat Oct 11 19:57:30 2025,1,1,46291,2437,9791288,247846,0,0,0,0,0,0,0,0,243,901000000
Sat Oct 11 19:57:30 2025,1,2,5977,14802,443373,7930440,0,0,0,0,0,0,0,0,243,901000000
Sat Oct 11 19:57:30 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,243,894000000
Sat Oct 11 19:57:30 2025,2,1,6963,13226,500593,7684774,0,0,0,0,0,0,0,0,243,898000000
Sat Oct 11 19:57:30 2025,2,2,14804,5977,7933464,443373,0,0,0,0,0,0,0,0,243,898000000
Sat Oct 11 19:57:31 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,244,903000000
Sat Oct 11 19:57:31 2025,1,1,46546,2437,10176848,247846,0,0,0,0,0,0,0,0,244,907000000
Sat Oct 11 19:57:31 2025,1,2,5978,15053,443963,8309952,0,0,0,0,0,0,0,0,244,907000000
Sat Oct 11 19:57:31 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,244,902000000
Sat Oct 11 19:57:31 2025,2,1,6964,13477,501183,8064286,0,0,0,0,0,0,0,0,244,906000000
Sat Oct 11 19:57:31 2025,2,2,15056,5978,8314488,443963,0,0,0,0,0,0,0,0,244,906000000
Sat Oct 11 19:57:32 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,245,903000000
Sat Oct 11 19:57:32 2025,1,1,46843,2439,10625912,249026,0,0,0,0,0,0,0,0,245,907000000
Sat Oct 11 19:57:32 2025,1,2,5979,15348,444553,8755992,0,0,0,0,0,0,0,0,245,907000000
Sat Oct 11 19:57:32 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,245,903000000
Sat Oct 11 19:57:32 2025,2,1,6965,13767,501773,8502766,0,0,0,0,0,0,0,0,245,909000000
Sat Oct 11 19:57:32 2025,2,2,15353,5979,8763552,444553,0,0,0,0,0,0,0,0,245,909000000
Sat Oct 11 19:57:33 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,246,902000000
Sat Oct 11 19:57:33 2025,1,1,47196,2439,11159648,249026,0,0,0,0,0,0,0,0,246,906000000
Sat Oct 11 19:57:33 2025,1,2,5979,15691,444553,9274608,0,0,0,0,0,0,0,0,246,906000000
Sat Oct 11 19:57:33 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,246,908000000
Sat Oct 11 19:57:33 2025,2,1,6965,14107,501773,9016846,0,0,0,0,0,0,0,0,246,912000000
Sat Oct 11 19:57:33 2025,2,2,15699,5979,9286704,444553,0,0,0,0,0,0,0,0,246,912000000
Sat Oct 11 19:57:34 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,247,902000000
Sat Oct 11 19:57:34 2025,1,1,47408,2440,11480192,249616,0,0,0,0,0,0,0,0,247,906000000
Sat Oct 11 19:57:34 2025,1,2,5980,15899,445143,9589104,0,0,0,0,0,0,0,0,247,906000000
Sat Oct 11 19:57:34 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,247,897000000
Sat Oct 11 19:57:34 2025,2,1,6966,14307,502363,9319246,0,0,0,0,0,0,0,0,247,901000000
Sat Oct 11 19:57:34 2025,2,2,15899,5980,9589104,445143,0,0,0,0,0,0,0,0,247,901000000
Sat Oct 11 19:57:35 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,248,900000000
Sat Oct 11 19:57:35 2025,1,1,47622,2440,11803760,249616,0,0,0,0,0,0,0,0,248,904000000
Sat Oct 11 19:57:35 2025,1,2,5980,16104,445143,9899064,0,0,0,0,0,0,0,0,248,904000000
Sat Oct 11 19:57:35 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,248,897000000
Sat Oct 11 19:57:35 2025,2,1,6967,14503,502953,9615598,0,0,0,0,0,0,0,0,248,901000000
Sat Oct 11 19:57:35 2025,2,2,16105,5980,9900576,445143,0,0,0,0,0,0,0,0,248,901000000
Sat Oct 11 19:57:36 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,249,889000000
Sat Oct 11 19:57:36 2025,1,1,47970,2441,12329936,250206,0,0,0,0,0,0,0,0,249,893000000
Sat Oct 11 19:57:36 2025,1,2,5982,16444,446323,10413144,0,0,0,0,0,0,0,0,249,894000000
Sat Oct 11 19:57:36 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,249,885000000
Sat Oct 11 19:57:36 2025,2,1,6968,14826,503543,10103974,0,0,0,0,0,0,0,0,249,889000000
Sat Oct 11 19:57:36 2025,2,2,16445,5982,10414656,446323,0,0,0,0,0,0,0,0,249,889000000
Sat Oct 11 19:57:37 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,250,895000000
Sat Oct 11 19:57:37 2025,1,1,47998,2442,12372272,250796,0,0,0,0,0,0,0,0,250,899000000
Sat Oct 11 19:57:37 2025,1,2,5982,16488,446323,10479672,0,0,0,0,0,0,0,0,250,899000000
Sat Oct 11 19:57:37 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,250,891000000
Sat Oct 11 19:57:37 2025,2,1,6968,14884,503543,10191670,0,0,0,0,0,0,0,0,250,895000000
Sat Oct 11 19:57:37 2025,2,2,16488,5982,10479672,446323,0,0,0,0,0,0,0,0,250,895000000
Sat Oct 11 19:57:38 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,251,906000000
Sat Oct 11 19:57:38 2025,1,1,47998,2442,12372272,250796,0,0,0,0,0,0,0,0,251,910000000
Sat Oct 11 19:57:38 2025,1,2,5982,16488,446323,10479672,0,0,0,0,0,0,0,0,251,910000000
Sat Oct 11 19:57:38 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,251,904000000
Sat Oct 11 19:57:38 2025,2,1,6968,14884,503543,10191670,0,0,0,0,0,0,0,0,251,908000000
Sat Oct 11 19:57:38 2025,2,2,16488,5982,10479672,446323,0,0,0,0,0,0,0,0,251,908000000
Sat Oct 11 19:57:39 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,252,918000000
Sat Oct 11 19:57:39 2025,1,1,47998,2442,12372272,250796,0,0,0,0,0,0,0,0,252,922000000
Sat Oct 11 19:57:39 2025,1,2,5982,16488,446323,10479672,0,0,0,0,0,0,0,0,252,922000000
Sat Oct 11 19:57:39 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,252,916000000
Sat Oct 11 19:57:39 2025,2,1,6968,14884,503543,10191670,0,0,0,0,0,0,0,0,252,920000000
Sat Oct 11 19:57:39 2025,2,2,16488,5982,10479672,446323,0,0,0,0,0,0,0,0,252,920000000
Sat Oct 11 19:57:40 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,253,914000000
Sat Oct 11 19:57:40 2025,1,1,47998,2442,12372272,250796,0,0,0,0,0,0,0,0,253,918000000
Sat Oct 11 19:57:40 2025,1,2,5982,16488,446323,10479672,0,0,0,0,0,0,0,0,253,918000000
Sat Oct 11 19:57:40 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,253,913000000
Sat Oct 11 19:57:40 2025,2,1,6968,14884,503543,10191670,0,0,0,0,0,0,0,0,253,917000000
Sat Oct 11 19:57:40 2025,2,2,16488,5982,10479672,446323,0,0,0,0,0,0,0,0,253,917000000
Sat Oct 11 19:57:41 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,254,910000000
Sat Oct 11 19:57:41 2025,1,1,47998,2442,12372272,250796,0,0,0,0,0,0,0,0,254,914000000
Sat Oct 11 19:57:41 2025,1,2,5982,16488,446323,10479672,0,0,0,0,0,0,0,0,254,914000000
Sat Oct 11 19:57:41 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,254,907000000
Sat Oct 11 19:57:41 2025,2,1,6968,14884,503543,10191670,0,0,0,0,0,0,0,0,254,911000000
Sat Oct 11 19:57:41 2025,2,2,16488,5982,10479672,446323,0,0,0,0,0,0,0,0,254,911000000
