timestamp,flow_packet_count_sum,flow_packet_count_mean,flow_packet_count_std,flow_byte_count_sum,flow_byte_count_mean,flow_byte_count_std,flow_duration_sec_mean,flow_duration_sec_std,port_rx_packets_sum,port_rx_packets_mean,port_rx_packets_std,port_tx_packets_sum,port_tx_packets_mean,port_tx_packets_std,port_rx_bytes_sum,port_rx_bytes_mean,port_rx_bytes_std,port_tx_bytes_sum,port_tx_bytes_mean,port_tx_bytes_std,port_rx_dropped_sum,port_rx_dropped_mean,port_rx_dropped_std,port_tx_errors_sum,port_tx_errors_mean,port_tx_errors_std,table_active_count_sum,table_active_count_mean,table_active_count_std,table_lookup_count_sum,table_lookup_count_mean,table_lookup_count_std,table_matched_count_sum,table_matched_count_mean,table_matched_count_std,no_of_tcp_flows,no_of_udp_flows,no_of_icmp_flows,no_of_other_flows,no_of_total_flows,no_of_unique_src_addresses,no_of_unique_dst_addresses,no_of_unique_src_ports,no_of_unique_dst_ports,tcp_to_udp_ratio,flow_packets_per_flow,unique_src_to_dst_address_ratio,unique_src_to_dst_port_ratio,flow_packet_count_10s_mean,flow_byte_count_10s_mean,port_rx_packets_10s_mean,port_tx_packets_10s_mean,total_flows_10s,attack,port_tx_dropped_sum,port_rx_errors_sum,flow_packet_count_sum_diff,flow_byte_count_sum_diff,port_rx_packets_sum_diff,port_tx_packets_sum_diff,port_rx_bytes_sum_diff,port_tx_bytes_sum_diff,no_of_total_flows_diff,no_of_tcp_flows_diff,no_of_udp_flows_diff,no_of_icmp_flows_diff,no_of_other_flows_diff,no_of_unique_src_addresses_diff
2025-10-16 19:07:47,36546,22.517560073937155,576.1876691815389,1980660,1220.369685767098,31159.323627110498,0.9679605668515096,2.519264120223464,19911,3318.5,6620.113949170362,4252,708.6666666666666,762.2088077860728,2500306,416717.6666666667,666268.2328172841,1606416,267736.0,389856.9477354482,6,1.0,0.0,0,0.0,0.0,1624,406.0,571.8152382253088,22523,5630.75,4474.32485596058,22523,5630.75,4474.32485596058,1619,0,0,4,1623,2,2,1241,11,1619.0,22.503694581280786,0.6666666666666666,103.41666666666667,17.391894759176743,947.7360492255464,2093.7,523.0,4713,1,0.0,0.0,6110.0,335012.0,-12685.0,1618.0,-712358.0,67068.0,986.0,984.0,0.0,0.0,2.0,0.0
2025-10-16 19:07:48,10708,9.752276867030965,152.80974825160263,588400,535.8834244080145,8404.302366585025,0.3861566484517304,4.437581853706681,6530,1088.3333333333333,1171.3337127679142,5707,951.1666666666666,1013.2828660678452,1750376,291729.3333333333,416776.95960053586,1664694,277449.0,395947.411539967,9,1.5,0.0,0,0.0,0.0,1099,274.75,470.9100232528503,10276,2569.0,302.00772617048506,10276,2569.0,302.00772617048506,1094,0,0,4,1098,1,1,1027,5,1094.0,9.743403093721565,0.5,171.16666666666666,15.94837377387713,869.9156771639994,1926.138888888889,594.3611111111111,5811,1,0.0,0.0,-25838.0,-1392260.0,-13381.0,1455.0,-749930.0,58278.0,-525.0,-525.0,0.0,0.0,0.0,-1.0
2025-10-16 19:07:49,7049,3.935790061418202,100.53915998466935,385718,215.36460078168622,5513.835294231068,0.6990508096035735,2.5461975578423197,25261,4210.166666666667,8194.900741721443,6068,1011.3333333333334,1239.1260898983066,2789158,464859.6666666667,752902.1324952311,1704456,284076.0,415130.0819068645,9,1.5,0.0,0,0.0,0.0,1310,655.0,924.8956697920041,6125,3062.5,188.79751057680818,6125,3062.5,188.79751057680818,1789,0,0,2,1791,1,1,1433,5,1789.0,3.93359375,0.5,238.83333333333334,13.118258353064983,715.7061299657985,2252.4285714285716,653.9285714285714,7602,0,0.0,0.0,-3659.0,-202682.0,18731.0,361.0,1038782.0,39762.0,693.0,695.0,0.0,0.0,-2.0,0.0
2025-10-16 19:07:50,40728,211.0259067357513,2067.184831971655,2201344,11405.927461139896,111731.13730893853,0.02072538860103627,0.2030637528892796,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,675,337.5,475.88286373854646,26027,13013.5,484.36814511278504,26027,13013.5,484.36814511278504,191,0,0,2,193,1,1,190,5,191.0,209.93814432989691,0.5,31.666666666666668,18.01834509300834,980.3902501603592,2252.4285714285716,653.9285714285714,7795,1,0.0,0.0,33679.0,1815626.0,-25261.0,-6068.0,-2789158.0,-1704456.0,-1598.0,-1598.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:51,7165,14.504048582995951,212.4324662614273,391934,793.3886639676114,11631.025580206455,1.1174089068825912,4.808965233756037,4107,1369.0,1769.4357857803147,3788,1262.6666666666667,1605.8397595443118,920626,306875.3333333333,492005.3246310789,882780,294260.0,471350.62022235635,7,2.3333333333333335,0.0,0,0.0,0.0,494,247.0,347.8965363437814,6798,3399.0,193.74725804511402,6798,3399.0,193.74725804511402,492,0,0,2,494,1,1,489,5,492.0,14.474747474747474,0.5,81.5,17.808903365906623,969.2455060924116,2193.5333333333333,694.5111111111111,8289,1,0.0,0.0,-33563.0,-1809410.0,4107.0,3788.0,920626.0,882780.0,301.0,301.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:52,8248,19.36150234741784,268.6934677226011,450392,1057.2582159624412,14680.54266328264,0.6948356807511737,5.275097688194454,4687,1562.3333333333333,2097.300725535881,4077,1359.0,1768.1179259314126,951934,317311.3333333333,510026.3463011822,898374,299458.0,480308.45615291846,8,2.6666666666666665,0.0,0,0.0,0.0,426,213.0,299.8132752230961,7887,3943.5,194.45436482630058,7887,3943.5,194.45436482630058,424,0,0,2,426,1,1,422,5,424.0,19.31615925058548,0.5,70.33333333333333,18.720122699386504,1017.9020858895706,2397.9285714285716,795.8095238095239,8150,1,0.0,0.0,1083.0,58458.0,580.0,289.0,31308.0,15594.0,-68.0,-68.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:53,18296,10.775029446407538,214.93311242679928,997936,587.7126030624264,11727.008206402896,0.6755005889281508,3.819452183497885,10411,1735.1666666666667,2140.3512250718727,9507,1584.5,1927.5652777532594,1959842,326640.3333333333,470602.33193883207,1869774,311629.0,448436.38400067406,19,3.1666666666666665,0.0,0,0.0,0.0,1699,424.75,491.7915378152278,17767,4441.75,197.45611326739586,17767,4441.75,197.45611326739586,1694,0,0,4,1698,1,1,1186,5,1694.0,10.768687463213656,0.5,197.66666666666666,17.499685863874344,950.9310994764398,2573.285714285714,957.8095238095239,9550,1,0.0,0.0,10048.0,547544.0,5724.0,5430.0,1007908.0,971400.0,1272.0,1270.0,0.0,0.0,2.0,0.0
2025-10-16 19:07:55,11189,11.245226130653267,231.72480331560118,609158,612.219095477387,12624.091333646102,0.5798994974874372,3.600580937637791,5963,1987.6666666666667,2823.8265409428627,5496,1832.0,2573.294386579196,1020814,340271.3333333333,549685.2951074218,974964,324988.0,524377.1190889244,11,3.6666666666666665,0.0,0,0.0,0.0,996,498.0,702.8641404994282,10372,5186.0,200.8183258569795,10372,5186.0,200.8183258569795,993,0,0,2,995,1,1,987,5,993.0,11.233935742971887,0.5,164.5,19.02456728084869,1033.0753768844222,2806.8205128205127,1064.8461538461538,8955,1,0.0,0.0,-7107.0,-388778.0,-4448.0,-4011.0,-939028.0,-894810.0,-703.0,-701.0,0.0,0.0,-2.0,0.0
2025-10-16 19:07:56,12532,12.23828125,257.7542417292077,681656,665.6796875,14027.570134201045,0.7421875,3.59046438589131,6615,2205.0,3196.5686290145563,5930,1976.6666666666667,2820.810580902825,1056010,352003.3333333333,569952.7760589761,998388,332796.0,537853.3486629976,12,4.0,0.0,0,0.0,0.0,1024,512.0,722.6631303726516,11704,5852.0,205.0609665440988,11704,5852.0,205.0609665440988,1022,0,0,2,1024,1,1,1021,5,1022.0,12.226341463414634,0.5,170.16666666666666,16.319952900877755,887.09034467994,2319.027777777778,1245.138888888889,9342,1,0.0,0.0,1343.0,72498.0,652.0,434.0,35196.0,23424.0,29.0,29.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:57,12108,23.374517374517374,367.4630979081229,658712,1271.6447876447876,19994.474660684442,0.9922779922779923,5.0735345307162,6704,2234.6666666666665,3246.003286094044,6384,2128.0,3080.949366672552,1060792,353597.3333333333,572640.4029243251,1022904,340968.0,551995.5531016531,12,4.0,0.0,0,0.0,0.0,518,259.0,364.8670990922585,11877,5938.5,208.59650045003153,11877,5938.5,208.59650045003153,516,0,0,2,518,1,1,515,5,516.0,23.329479768786126,0.5,85.83333333333333,15.542430496540003,845.6051960665291,2129.6363636363635,1422.939393939394,8237,1,0.0,0.0,-424.0,-22944.0,89.0,454.0,4782.0,24516.0,-506.0,-506.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:58,12184,21.679715302491104,352.8064320817846,662816,1179.3879003558718,19196.975596867702,0.9110320284697508,4.935872473959012,6704,2234.6666666666665,3246.003286094044,6462,2154.0,3124.071542074541,1060792,353597.3333333333,572640.4029243251,1027092,342364.0,554340.5116243986,14,4.666666666666667,0.0,0,0.0,0.0,562,281.0,395.9797974644666,11877,5938.5,208.59650045003153,11877,5938.5,208.59650045003153,560,0,0,2,562,1,1,558,5,560.0,21.641207815275312,0.5,93.0,16.815868069081937,914.1236203090508,2348.4,1590.4,7701,1,0.0,0.0,76.0,4104.0,0.0,78.0,0.0,4188.0,44.0,44.0,0.0,0.0,0.0,0.0
2025-10-16 19:07:59,11924,81.67123287671232,690.6588569503664,648728,4443.342465753424,37577.37285424217,2.136986301369863,9.680859278608736,6706,2235.3333333333335,3245.5448438333638,6462,2154.0,3124.071542074541,1060876,353625.3333333333,572617.8815277544,1027092,342364.0,554340.5116243986,14,4.666666666666667,0.0,0,0.0,0.0,146,73.0,101.82337649086284,11879,5939.5,208.59650045003153,11879,5939.5,208.59650045003153,144,0,0,2,146,1,1,144,5,144.0,81.1156462585034,0.5,24.0,22.188573315719946,1205.8579920739762,1922.111111111111,1781.7037037037037,6056,1,0.0,0.0,-260.0,-14088.0,2.0,0.0,84.0,0.0,-416.0,-416.0,0.0,0.0,0.0,0.0
2025-10-16 19:08:00,13220,65.44554455445545,645.8561208664413,718688,3557.861386138614,35114.841669204885,0.8415841584158416,8.43675053957455,7313,2437.6666666666665,3593.079505568077,6657,2219.0,3234.311827885493,1093642,364547.3333333333,591484.6592848655,1037598,345866.0,560330.180586411,16,5.333333333333333,0.0,0,0.0,0.0,202,101.0,141.4213562373095,13017,6508.5,211.4249275747777,13017,6508.5,211.4249275747777,200,0,0,2,202,1,1,200,5,200.0,65.1231527093596,0.5,33.333333333333336,17.620115416323166,959.6075845012366,1973.6666666666667,1825.4333333333334,6065,1,0.0,0.0,1296.0,69960.0,607.0,195.0,32766.0,10506.0,56.0,56.0,0.0,0.0,0.0,0.0
